file,type,class_name,species,start,length,label
nips4b_birds_trainfile373.wav,bird,Fricoe_song,Fringilla coelebs,1.271428571,0.040816327,10
nips4b_birds_trainfile542.wav,bird,Embcir_call,Emberiza cirlus,4.375510203999999,0.034693878,58
nips4b_birds_trainfile250.wav,bird,Denmaj_call,Dendrocopos major,0.0,0.039183672999999995,75
nips4b_birds_trainfile078.wav,bird,Anttri_song,Anthus trivialis,3.31755102,0.12408163300000001,39
nips4b_birds_trainfile192.wav,bird,Parate_song,Periparus ater,1.175510204,0.089795918,8
nips4b_birds_trainfile111.wav,bird,Petpet_song,Petronia petronia,1.340952381,0.145124717,5
nips4b_birds_trainfile063.wav,bird,Sylcan_song,Sylvia cantillans,3.796462585,0.037732426,4
nips4b_birds_trainfile173.wav,bird,Jyntor_song,Jynx torquilla,0.790929705,0.09578231300000001,62
nips4b_birds_trainfile481.wav,bird,Lopcri_call,Lophophanes cristatus,2.253061224,0.329795918,37
nips4b_birds_trainfile586.wav,bird,Carcar_call,Carduelis carduelis,2.797278912,0.039183672999999995,67
nips4b_birds_trainfile367.wav,bird,Parmaj_song,Parus major,3.542857143,0.182857143,59
nips4b_birds_trainfile236.wav,bird,Strtur_song,Streptopelia turtur,0.882358277,0.48181405899999996,70
nips4b_birds_trainfile664.wav,bird,Sylund_song,Sylvia undata,0.20571428600000002,0.019591837,18
nips4b_birds_trainfile628.wav,bird,Trotro_song,Troglodytes troglodytes,0.936054422,0.595011338,46
nips4b_birds_trainfile660.wav,bird,Trotro_song,Troglodytes troglodytes,3.004081633,0.38857142899999997,46
nips4b_birds_trainfile250.wav,bird,Erirub_song,Erithacus rubecula,4.2742857139999995,0.395102041,42
nips4b_birds_trainfile151.wav,bird,Sylmel_call,Sylvia melanocephala,3.863219955,0.0769161,28
nips4b_birds_trainfile197.wav,bird,Carcar_call,Carduelis carduelis,4.057687075,0.052244898,67
nips4b_birds_trainfile003.wav,bird,Petpet_song,Petronia petronia,1.012970522,0.20607709800000001,5
nips4b_birds_trainfile363.wav,bird,Strdec_song,Streptopelia decaocto,4.0460770980000005,0.22349206300000002,49
nips4b_birds_trainfile153.wav,bird,Regign_song,Regulus ignicapillus,1.8546938780000002,1.133061224,35
nips4b_birds_trainfile655.wav,bird,Motcin_call,Motacilla cinerea,2.88,0.06095238099999999,72
nips4b_birds_trainfile312.wav,bird,Alaarv_song,Alauda arvensis,4.067301587,0.076190476,44
nips4b_birds_trainfile599.wav,bird,Lularb_song,lullula arborea,2.076734694,0.178503401,51
nips4b_birds_trainfile228.wav,bird,Sylund_song,Sylvia undata,4.189387755,0.014693878,18
nips4b_birds_trainfile407.wav,bird,Strdec_song,Streptopelia decaocto,1.274195011,0.359909297,49
nips4b_birds_trainfile452.wav,bird,Cetcet_song,Cettia cetti,4.19047619,0.073650794,23
