file,type,class_name,species,start,length,label
nips4b_birds_trainfile373.wav,bird,Fricoe_song,Fringilla coelebs,0.644897959,0.11428571400000001,9
nips4b_birds_trainfile241.wav,bird,Lopcri_call,Lophophanes cristatus,3.571428571,0.057142857000000005,30
nips4b_birds_trainfile367.wav,bird,Parmaj_song,Parus major,4.067120181,0.141496599,21
nips4b_birds_trainfile164.wav,bird,Carcan_call,Linaria cannabina,0.528253968,0.044988662,12
nips4b_birds_trainfile170.wav,bird,Lularb_song,lullula arborea,4.68462585,0.104489796,39
nips4b_birds_trainfile317.wav,bird,Phycol_song,Phylloscopus collybita,1.207437642,0.21188208600000003,31
nips4b_birds_trainfile680.wav,bird,Lularb_song,lullula arborea,1.248979592,0.111020408,39
nips4b_birds_trainfile424.wav,bird,Parmaj_call,Parus major,0.484716553,0.150929705,21
nips4b_birds_trainfile046.wav,bird,Sylatr_call,Sylvia atricapilla,2.7951020410000003,0.031927437999999995,33
nips4b_birds_trainfile433.wav,bird,Petpet_call,Petronia petronia,1.024580499,0.11900226800000001,5
nips4b_birds_trainfile326.wav,bird,Regign_song,Regulus ignicapillus,2.125714286,0.11755102,29
nips4b_birds_trainfile177.wav,bird,Embcir_call,Emberiza cirlus,1.6834467119999998,0.079818594,15
nips4b_birds_trainfile078.wav,bird,Anttri_song,Anthus trivialis,3.7061224489999995,0.11428571400000001,32
nips4b_birds_trainfile416.wav,bird,Sylatr_call,Sylvia atricapilla,1.3554648530000002,0.029024942999999997,33
nips4b_birds_trainfile441.wav,bird,Alaarv_song,Alauda arvensis,3.79047619,0.269206349,34
nips4b_birds_trainfile319.wav,bird,Phycol_song,Phylloscopus collybita,4.728163265,0.163265306,31
nips4b_birds_trainfile662.wav,bird,Alaarv_song,Alauda arvensis,2.7314285710000004,0.050793650999999995,34
nips4b_birds_trainfile183.wav,bird,Poepal_song,Poecile palustris,4.228571429,0.12081632699999999,47
nips4b_birds_trainfile660.wav,bird,Trotro_song,Troglodytes troglodytes,0.128979592,0.13877551,35
nips4b_birds_trainfile466.wav,bird,Gargla_call,Garrulus glandarius,3.833469388,0.894693878,8
nips4b_birds_trainfile455.wav,bird,Sylund_call,Sylvia undata,2.324897959,0.104489796,16
nips4b_birds_trainfile324.wav,bird,Carcar_call,Carduelis carduelis,1.583673469,0.10612244900000001,24
nips4b_birds_trainfile626.wav,bird,Lusmeg_call,Luscinia megarhynchos,1.327891156,0.097959184,28
nips4b_birds_trainfile202.wav,bird,Sylund_song,Sylvia undata,3.0938775510000003,0.032653061000000004,16
nips4b_birds_trainfile046.wav,bird,Sylatr_call,Sylvia atricapilla,1.332244898,0.034829932,33
nips4b_birds_trainfile322.wav,bird,Pasdom_call,Passer domesticus,0.01015873,0.06095238099999999,14
nips4b_birds_trainfile383.wav,bird,Erirub_song,Erithacus rubecula,3.7507482989999996,0.64,1
nips4b_birds_trainfile687.wav,bird,Poepal_call,Poecile palustris,0.053877550999999996,0.156734694,47
nips4b_birds_trainfile322.wav,bird,Pasdom_call,Passer domesticus,3.525079365,0.193015873,14
nips4b_birds_trainfile509.wav,bird,Colpal_song,Columba palumbus,1.79047619,0.16761904800000002,40
nips4b_birds_trainfile131.wav,bird,Carcan_call,Linaria cannabina,1.272743764,0.034829932,12
nips4b_birds_trainfile249.wav,bird,Sylcan_song,Sylvia cantillans,0.801088435,0.081269841,4
nips4b_birds_trainfile449.wav,bird,Anttri_song,Anthus trivialis,1.80244898,0.047891156,32
nips4b_birds_trainfile364.wav,bird,Parcae_song,Cyanistes caeruleus,2.9373242630000003,0.156734694,18
nips4b_birds_trainfile152.wav,bird,Parate_song,Periparus ater,2.885079365,0.06675737,2
nips4b_birds_trainfile606.wav,bird,Pasdom_call,Passer domesticus,2.0462585030000002,0.08707483,14
nips4b_birds_trainfile085.wav,bird,Erirub_song,Erithacus rubecula,1.970793651,0.116825397,1
nips4b_birds_trainfile393.wav,bird,Sylmel_call,Sylvia melanocephala,4.236190476,0.026122449,3
nips4b_birds_trainfile175.wav,bird,Sylmel_song,Sylvia melanocephala,2.372244898,0.09632653099999999,3
nips4b_birds_trainfile158.wav,bird,Galcri_call,Galerida cristata,1.330793651,0.32,38
nips4b_birds_trainfile550.wav,bird,Motcin_call,Motacilla cinerea,1.277097506,0.043537415,48
nips4b_birds_trainfile382.wav,bird,Embcir_song,Emberiza cirlus,4.369387755,0.028571429,15
nips4b_birds_trainfile413.wav,bird,Galcri_call,Galerida cristata,3.062857143,0.446984127,38
nips4b_birds_trainfile202.wav,bird,Sylund_song,Sylvia undata,2.631836735,0.048979592,16
nips4b_birds_trainfile145.wav,bird,Petpet_song,Petronia petronia,3.6716553289999996,0.235102041,5
nips4b_birds_trainfile615.wav,bird,Sylatr_song,Sylvia atricapilla,4.832653061,0.11900226800000001,33
